timestamp,j1,j2,j3,j4,j5,j6,v1,v2,v3,v4,v5,v6,a1,a2,a3,a4,a5,a6,tau1,tau2,tau3,tau4,tau5,tau6,x,y,z,rx,ry,rz
1773665680.0951476,-0.00019174759848570515,-1.3965936335706335,0.522895701070518,0.6479151352831977,-0.37553767163425356,0.9043775482578283,-0.00019174759848570515,-1.3965936335706335,0.522895701070518,0.6479151352831977,-0.37553767163425356,0.9043775482578283,0.0,-0.06719566896112365,-0.20272411599525567,-1.013513264626403,0.18358079195626772,-0.43754581955885596,-0.21,-4.9559999999999995,-2.9400000000000004,0.416,-0.864,1.024,-0.20729770458045682,-0.19912100340390795,0.5879477174955763,0.2984581562509224,-0.6910491113808194,1.6775584899443436
1773665682.26896,0.033268208337269844,-1.2864346382405958,0.5509867242486738,0.677636013048482,-0.3313398501832985,0.8087913704127043,0.033268208337269844,-1.2864346382405958,0.5509867242486738,0.677636013048482,-0.3313398501832985,0.8087913704127043,-0.014206275945244831,-0.054369858653656414,-0.01786475378395604,-0.01843222434649535,-0.03620321269843043,0.046755888775423755,2.226,-7.476,-4.704,0.384,0.64,-1.152,-0.2427660155859126,-0.2086422285395605,0.5590529342253364,0.34643704211852033,-0.7539539679085574,1.596587822656415
1773665684.4463367,0.06596117387908257,-1.1775220023007154,0.5783107570328867,0.6936469375220383,-0.2868544073346149,0.6947974231129526,0.06596117387908257,-1.1775220023007154,0.5783107570328867,0.6936469375220383,-0.2868544073346149,0.6947974231129526,-0.009851332325389848,-0.025787661790829055,-0.010560264031028546,-0.008486042595661446,-0.029127987556731582,0.05001599902723796,2.688,-8.693999999999999,-4.536,0.512,0.992,-1.152,-0.2749753896015216,-0.22019736474156326,0.5252393005790035,0.37827583557391364,-0.785042132872444,1.5330749048245316
1773665686.6164238,0.09913350841710956,-1.0688969877585632,0.6051554208208855,0.6982488798856953,-0.23594541993666018,0.5635461919494874,0.09913350841710956,-1.0688969877585632,0.6051554208208855,0.6982488798856953,-0.23594541993666018,0.5635461919494874,0.0023332958660221936,-0.06257297896311571,-0.021589355222116646,-0.0075364643477391306,-0.014121182460699442,0.09634587838321922,2.814,-10.038,-3.99,0.672,0.512,-1.248,-0.30346817911836804,-0.2338872084330172,0.48633604939037467,0.3838057826548662,-0.7902902287104387,1.4935287164287385
1773665688.785648,0.1307718621672509,-0.9620935754020256,0.6318083370103984,0.6914418401394528,-0.1829272089553627,0.41896850269126573,0.1307718621672509,-0.9620935754020256,0.6318083370103984,0.6914418401394528,-0.1829272089553627,0.41896850269126573,-0.005828090696245539,-0.0295984407069389,-0.009527218288712804,0.0006818318697916862,-0.019654426942982327,0.04006981727640709,3.402,-12.642,-7.476,0.0,0.672,-1.152,-0.32724740310012324,-0.24842856106109132,0.4431036634801256,0.36495440960526876,-0.7725780743596153,1.4809199711071133
1773665690.9557173,0.16288958491360653,-0.8573993866288305,0.6574066414082401,0.6744721776734679,-0.12799152198920818,0.2649951811072445,0.16288958491360653,-0.8573993866288305,0.6574066414082401,0.6744721776734679,-0.12799152198920818,0.2649951811072445,-0.017075606564226086,-0.038240036360331256,-0.002065007491168765,0.007518036459373661,-0.02210696208670614,0.061223949134900923,3.234,-9.534,-6.3839999999999995,0.0,0.416,-1.312,-0.3452200459782803,-0.2638289893434361,0.39647159601559123,0.32965677554279155,-0.7346048420885984,1.4921363649274966
1773665693.1320703,0.194432064864505,-0.7535680620488212,0.6820462078136532,0.6459017854990978,-0.07142598043592517,0.10191384859515229,0.194432064864505,-0.7535680620488212,0.6820462078136532,0.6459017854990978,-0.07142598043592517,0.10191384859515229,-0.0024362752422231637,-0.05104362480237752,-0.021786100030330945,-0.0046096820767711115,-0.03222441480006677,0.037614572149099426,2.814,-13.314,-4.2,0.576,0.544,-1.248,-0.35772085355421196,-0.2792031565861295,0.34654651067699255,0.28545725303719255,-0.6745285632197049,1.5211343768071168
1773665695.310083,0.22329007843660365,-0.6531881942415546,0.7063022790220949,0.6084151299951425,-0.014668691284156444,-0.062030348110125616,0.22329007843660365,-0.6531881942415546,0.7063022790220949,0.6084151299951425,-0.014668691284156444,-0.062030348110125616,-0.0025061928186946966,-0.020438154195542468,-0.010133712614868203,0.01940348246308533,-0.023613712959537562,0.049880499848034984,3.99,-15.12,-6.468,0.576,0.48,-1.312,-0.3646410007514317,-0.29305437387375755,0.2952003073999347,0.24101963708020496,-0.5994190914668222,1.5598869002641138
1773665697.4751067,0.2534903251981022,-0.5557804142108164,0.7290243694426509,0.5614369683661447,0.04314320965928366,-0.22568692341767496,0.2534903251981022,-0.5557804142108164,0.7290243694426509,0.5614369683661447,0.04314320965928366,-0.22568692341767496,-0.01611247839839271,-0.050594851520841,-0.015970475258577706,0.007462210797518718,-0.01469244700025633,0.08916225389815081,3.444,-11.382000000000001,-5.586,0.288,0.48,-1.056,-0.3654494841946429,-0.30640432601320516,0.2431871514110563,0.2053500484783732,-0.5082975862533965,1.603902894794029
1773665699.6451192,0.2826359601679294,-0.4613447219566066,0.7504042266738071,0.5051590482105902,0.09980462501180953,-0.3818653423842818,0.2826359601679294,-0.4613447219566066,0.7504042266738071,0.5051590482105902,0.09980462501180953,-0.3818653423842818,-0.05133684502619571,-0.03532842999744119,0.00478474701632657,0.035741431495680535,-0.02720227322177275,0.0851335923018328,3.1919999999999997,-12.516,-4.578,0.32,0.512,-1.184,-0.36120106671113555,-0.31797250669438,0.19131121207475843,0.18169947511568285,-0.4087598969270349,1.6483332839679408
1773665701.8166735,0.30852188596349955,-0.3699769912781681,0.770633598314049,0.44140297171409326,0.1562742927658497,-0.5302779836122176,0.30852188596349955,-0.3699769912781681,0.770633598314049,0.44140297171409326,0.1562742927658497,-0.5302779836122176,-0.013477832357807425,-0.06569108607514311,-0.014206817941967133,0.025499861534160687,-0.02279529791709991,0.06010851989163985,3.6119999999999997,-15.498,-4.578,0.16,0.416,-0.928,-0.3531831284152192,-0.32668219891482053,0.1402673038212429,0.16735527531532698,-0.3035516197729897,1.6927742958142167
1773665703.8450444,-0.000671116594699968,-1.3945802837865335,0.5244296818584036,0.6511748444574547,-0.3751541764372821,0.9025559460722141,-0.000671116594699968,-1.3945802837865335,0.5244296818584036,0.6511748444574547,-0.3751541764372821,0.9025559460722141,0.2238408500802951,0.4357317565475615,0.07179884707727238,-0.09493126695226335,0.22457688162177705,-0.6645091127249029,-1.932,-9.282,-8.526,0.224,-0.928,1.024,-0.20798407552242326,-0.19903307683681065,0.5873206156100407,0.29958966998193354,-0.6957167614325002,1.6746832832564618
1773665705.8550372,0.022242721424341798,-1.3230584295513654,0.5420704609190885,0.6696784877113252,-0.3468714056606406,0.8416760835530027,0.022242721424341798,-1.3230584295513654,0.5420704609190885,0.6696784877113252,-0.3468714056606406,0.8416760835530027,-0.010367855196542975,-0.05037263286692562,-0.0068741443597502595,-0.013642599359728957,-0.011940187672111649,0.04602852918141072,2.31,-6.72,-4.1160000000000005,0.32,0.64,-1.056,-0.23117240564415215,-0.20520804555423838,0.5691867931976657,0.33287500849801993,-0.7363014996751482,1.6217870858079126
1773665707.8683717,0.04477306424641215,-1.2504819635245261,0.5602864827752304,0.684059557597753,-0.3175340230923277,0.7736056860905774,0.04477306424641215,-1.2504819635245261,0.5602864827752304,0.684059557597753,-0.3175340230923277,0.7736056860905774,-0.008631297715769693,-0.03649751691567686,-0.015160190166893859,-0.007458416820522242,-0.009585211937415204,0.025888473180150598,2.31,-7.433999999999999,-5.124,0.448,0.704,-1.216,-0.2535984846269036,-0.21238676213642899,0.5484197815697178,0.36044888947379705,-0.7677770174267516,1.5734637347033384
1773665709.8852546,0.06615292147756828,-1.1775220023007154,0.5784066308321296,0.6935510637227955,-0.28656678593688634,0.6949891707114383,0.06615292147756828,-1.1775220023007154,0.5784066308321296,0.6935510637227955,-0.28656678593688634,0.6949891707114383,-0.013122824508269296,-0.02887108111296354,-0.00224766038474833,-0.0005772265034499017,-0.012832314268037994,0.036214594629480054,2.814,-8.652,-4.662,0.512,1.024,-1.088,-0.2749698685371313,-0.22025939931803093,0.5252165196045405,0.3781656652644689,-0.7852420716418806,1.5331041733693276
1773665711.8952737,0.08782040010645295,-1.1052331576716046,0.5961432836920573,0.6978653846887238,-0.25272333480415937,0.6094697417868138,0.08782040010645295,-1.1052331576716046,0.5961432836920573,0.6978653846887238,-0.25272333480415937,0.6094697417868138,-0.016736316619482463,-0.03224446867860096,-0.014995965161691376,-0.008163554549128114,-0.035421111436021516,0.044966757613102606,3.15,-11.172,-4.41,0.64,0.96,-1.184,-0.2945142192636423,-0.22907564147730547,0.4999181312364647,0.38378087529187194,-0.7912694484279037,1.5040009138043156
1773665713.9058385,0.10929613113685194,-1.033327808239465,0.6139758103512278,0.6978653846887238,-0.2179211456790039,0.516376282722004,0.10929613113685194,-1.033327808239465,0.6139758103512278,0.6978653846887238,-0.2179211456790039,0.516376282722004,0.004283942049950073,-0.02919356915946174,-0.010769474763727005,0.0034525190863100726,-0.016494044087048805,0.05433029289334396,3.444,-11.466000000000001,-4.9559999999999995,0.0,0.576,-1.184,-0.3120035265717192,-0.23850257999377913,0.47248983313491255,0.3788182835803774,-0.786850658718088,1.4865194057445186
1773665715.556651,-0.0005752427954571154,-1.3957307693774477,0.5236626914644608,0.6505037278627547,-0.37668815722516774,0.9050486648525283,-0.0005752427954571154,-1.3957307693774477,0.5236626914644608,0.6505037278627547,-0.37668815722516774,0.9050486648525283,0.09207819623478147,0.1361051315409017,0.03443142543106502,0.01667452899375233,0.09060450716168301,-0.19454809552163774,-1.722,-9.744,-7.98,-0.864,-0.8,0.96,-0.20741494283166934,-0.19900579529856627,0.5876489388799516,0.2999360858122145,-0.6958223306555591,1.676315827004658
1773665717.1912043,0.011504855909142308,-1.3522040645211928,0.5347840521766316,0.6632549431620541,-0.3568422807818973,0.8671785141516015,0.011504855909142308,-1.3522040645211928,0.5347840521766316,0.6632549431620541,-0.3568422807818973,0.8671785141516015,-0.01712438626874299,-0.02250045170313348,-0.010144010552482907,-0.027949686694302242,-0.03958364622139707,0.01196728750796058,2.7720000000000002,-7.098000000000001,-3.6119999999999997,0.224,0.704,-0.896,-0.22220079615975177,-0.20229548261291758,0.5768931604218598,0.31720047941222207,-0.7213197745301553,1.6422917231434382
1773665718.8301492,0.027707527981184393,-1.3086773596649377,0.5458095390895596,0.673034070684825,-0.34150247290304087,0.8289248682537034,0.027707527981184393,-1.3086773596649377,0.5458095390895596,0.673034070684825,-0.34150247290304087,0.8289248682537034,-0.01181715441738882,-0.02371560834230924,-0.005501808672699184,-0.007165196596706408,-0.01936229071259792,0.02058286731893958,1.89,-5.208,-5.25,0.384,0.928,-1.056,-0.23548362644006446,-0.20677191605429984,0.5652354991739954,0.34027178452347717,-0.7438399655364663,1.611641322671724
1773665720.471968,0.039883500485026674,-1.2645754120132255,0.5566432784040021,0.6818544602151675,-0.3226153344521989,0.786261027590634,0.039883500485026674,-1.2645754120132255,0.5566432784040021,0.6818544602151675,-0.3226153344521989,0.786261027590634,-0.01174561085076509,-0.021117276081744636,-0.004455213012474311,-0.0025793623754754086,-0.0021804527918675575,0.0088605623270018,2.31,-9.24,-5.376,0.352,0.48,-0.8,-0.24948607892751315,-0.2108037714632282,0.5526604343336864,0.35451219159709907,-0.7614978767143944,1.5822226534181398
1773665722.10833,0.053401706178268886,-1.2208569595584846,0.5676687653169301,0.6889491213591385,-0.3033447008043855,0.7429260703328646,0.053401706178268886,-1.2208569595584846,0.5676687653169301,0.6889491213591385,-0.3033447008043855,0.7429260703328646,-0.004518084631626153,-0.010155934480242983,-0.006944061936231358,-0.006636749797778268,-0.02053896558487068,0.013850184102280692,2.268,-7.644,-6.426,0.384,0.544,-1.472,-0.2625747652963364,-0.21551167688995748,0.5392863026159681,0.36706377254143585,-0.7770016898604022,1.5558218741227827
